,dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse.1,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,category
70,/HTMHT/Run2016H-07Aug17-v1/MINIAOD,T2_UK_London_IC,1.06754,1/1/70,0,426,426,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
72,/PhotonHad/Run2011B-12Oct2013-v1/AOD,T3_CH_CERN_OpenData,2.33156,1/1/70,0,771,771,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
73,/TOTEM_romanPots2_6/Run2015D-v1/RAW,T2_BE_IIHE,1.21254,1/1/70,0,390,390,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
74,/Charmonium/Run2016G-18Apr2017-v1/MINIAOD,T2_US_Purdue,1.40963,1/1/70,0,591,591,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
75,/ParkingBPH4/Run2018B-PromptReco-v1/MINIAOD,T2_US_Wisconsin,1.3788,1/1/70,0,430,430,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Parking
77,/VBFHToTauTau_M125_13TeV_powheg_pythia8/PhaseIFall16DR-FlatPU28to62HcalNZSRAW_90X_upgrade2017_realistic_v6_C1-v1/GEN-SIM-RAW,T2_UK_London_IC,5.82481,1/1/70,0,1696,1696,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
79,/HIMinimumBias4/HIRun2015-PromptReco-v1/AOD,T2_US_Vanderbilt,44.72138,1/1/70,0,14732,14732,['sync_t2_us_vanderbilt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
80,/HIMinimumBias3/HIRun2015-PromptReco-v1/AOD,T2_US_Vanderbilt,44.70809,1/1/70,0,14749,14749,['sync_t2_us_vanderbilt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
81,/ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powhegV2-madspin-pythia8_TuneCUETP8M1/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,T3_CH_CERN_OpenData,1.07341,1/1/70,0,935,935,['kati'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
82,/ggH_HToSSTobbbb_MH-125_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_rp_94X_mc2017_realistic_v14-v1/MINIAODSIM,T1_US_FNAL_Disk,1.37492,11/18/20,1605711007000,602,602,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
84,/MinimumBias/Run2012C-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,7.77432,1/1/70,0,2000,2000,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
85,/SingleMuon/Run2016C-v2/RAW,T1_US_FNAL_Disk,43.18092,11/15/20,1605460558000,13723,13723,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
86,/SinglePhoton/Run2016D-07Aug17-v1/AOD,T2_BE_IIHE,6.25126,6/3/20,1591216541000,1926,1926,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
87,/SinglePhoton/Run2017E-17Nov2017-v1/AOD,T1_US_FNAL_Disk,6.22121,10/1/20,1601515623000,1857,1857,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
90,/StreamExpress/Run2018A-SiStripCalMinBias-Express-v1/ALCARECO,T2_CH_CERN,41.74342,1/1/70,0,59543,59543,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCA
91,/ParkingDoubleElectronLowMass5/Run2022C-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.34662,1/1/70,0,426,426,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
93,/HIOniaL1DoubleMu0/HIRun2015-PromptReco-v1/AOD,T2_US_Vanderbilt,40.24349,3/31/20,1585655239000,12541,12541,['sync_t2_us_vanderbilt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
94,/PMSSM_set_2_prompt_2_TuneCP2_13TeV-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_GridpackScan_94X_mc2017_realistic_v15-v1/MINIAODSIM,T2_US_Caltech,1.82131,1/1/70,0,563,563,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
95,/StreamExpress/Run2018D-SiStripCalZeroBias-Express-v1/ALCARECO,T2_CH_CERN,39.15393,1/1/70,0,124113,124113,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCA
96,/ZZTo4L_13TeV_powheg_pythia8_ext1/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_DE_DESY,3.03816,11/20/20,1605859330000,1287,1287,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
97,/DY1JetsToLL_M-50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_DE_DESY,1.97523,7/31/21,1627711026000,475,475,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
98,/TTJets_DiLept_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3_ext1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.0571,8/8/21,1628404637000,208,208,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
99,/ggH_HToSSTo4Tau_MH-125_TuneCUETP8M1_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_rp_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_Purdue,1.28023,5/16/20,1589621859000,450,450,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
103,/TTToSemiLeptonic_mtop175p5_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,1.05708,7/29/21,1627590492000,475,475,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
105,/QCD_Pt_80to150_fwdJet_Tune4C_HFshowerLibrary_7TeV_pythia8/Summer12-LowPU2010_DR42-PU_S0_START42_V17B-v1/AODSIM,T3_CH_CERN_OpenData,1.40532,1/1/70,0,384,384,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
106,/DoublePhotonHighPt/Run2012C-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,5.44463,1/1/70,0,1495,1495,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
107,/DoubleEG/Run2015D-04Dec2015-v2/MINIAOD,T2_US_MIT,1.86282,1/1/70,0,1891,1891,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
108,/SingleMuon/Run2016C-18Apr2017-v1/MINIAOD,T2_UK_London_IC,1.45177,1/1/70,0,512,512,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
109,/PASingleMuon/PARun2016C-PromptReco-v1/AOD,T2_US_Vanderbilt,37.64806,8/27/21,1630103901000,12095,12095,['sync_t2_us_vanderbilt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
110,/JetHT/Run2017D-17Nov2017-v1/MINIAOD,T1_US_FNAL_Disk,1.52191,3/13/20,1584062498000,507,507,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
111,/DoubleMuon/Run2018B-PromptReco-v1/MINIAOD,T2_US_Nebraska,1.17843,1/1/70,0,478,478,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
114,/ZeroBias8/Run2022B-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.9317,1/1/70,0,647,647,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
115,/ParkingDoubleMuonLowMass5/Run2022C-PromptReco-v1/MINIAOD,T2_US_UCSD,1.55542,1/1/70,0,579,579,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
116,/HIOniaPeripheral30100/HIRun2015-v1/RAW,T2_FR_GRIF_LLR,2.48943,1/1/70,0,642,642,['t2_fr_grif_llr_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
117,/WJetsToLNu_TuneCP5_HydjetDrumMB_5p02TeV-amcatnloFXFX-pythia8/HINPbPbSpring21MiniAOD-mva98_112X_upgrade2018_realistic_HI_v9-v1/MINIAODSIM,T2_US_Wisconsin,1.01846,1/1/70,0,429,429,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
118,/QCD_Pt-470to600_MuEnrichedPt5_TuneCP5_13TeV_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15_ext1-v2/MINIAODSIM,T2_DE_DESY,1.16306,1/19/38,2147483647000,544,544,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
119,/SMS-T2bt-LLChipm_ctau-50_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_102X_upgrade2018_realistic_v15-v2/MINIAODSIM,T2_US_Purdue,2.19848,5/21/20,1590046809000,851,851,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
120,/SMS-T8bbllnunu_XCha0p5_XSlep0p05_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Nebraska,1.61826,5/21/20,1590026533000,638,638,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
121,/WJetsToLNu_BGenFilter_Wpt-100to200_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,1.45406,4/27/20,1587988725000,593,593,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
122,/UpsilonMuMu_UpsilonPt6_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17DRPremix-RECOSIMstep_94X_mc2017_realistic_v10-v1/AODSIM,T2_FR_IPHC,2.78056,1/1/70,0,586,586,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
129,/JetMETTau/Run2010A-Apr21ReReco-v1/AOD,T3_CH_CERN_OpenData,1.02372,1/1/70,0,529,529,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
130,/JetHT/Run2012C-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,8.40603,9/21/20,1600657042000,2212,2212,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
132,/DoubleEG/Run2016C-23Sep2016-v1/MINIAOD,T2_DE_DESY,1.23791,1/1/70,0,569,569,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
133,/SingleMuon/Run2016C-PromptReco-v2/MINIAOD,T2_US_Wisconsin,1.48011,1/1/70,0,756,756,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
134,/JetHT/Run2016D-17Jul2018-v1/MINIAOD,T2_DE_DESY,2.10803,1/19/38,2147483647000,641,641,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
135,/Tau/Run2016D-03Feb2017-v1/MINIAOD,T2_CH_CERN,1.63011,1/1/70,0,454,454,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
136,/Tau/Run2016D-23Sep2016-v1/MINIAOD,T2_US_Florida,1.33979,1/1/70,0,544,544,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
137,/BTagCSV/Run2016F-07Aug17-v1/MINIAOD,T1_US_FNAL_Disk,1.16683,1/1/70,0,497,497,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
138,/SingleElectron/Run2016F-23Sep2016-v1/MINIAOD,T2_UK_London_IC,1.83041,1/1/70,0,829,829,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
139,/DoubleMuonLowMass/Run2017F-09May2018-v1/MINIAOD,T1_US_FNAL_Disk,1.2334,1/1/70,0,434,434,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
142,/BdToJpsiKstar_BMuonFilter_SoftQCDnonD_TuneCUEP8M1_13TeV-pythia8-evtgen/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Purdue,1.97089,1/1/70,0,914,914,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
143,/QCD_HT300to500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_IT_Legnaro,1.41752,9/24/20,1600959749000,437,437,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
144,/QCD_Pt-120to170_EMEnriched_TuneCUETP8M1_13TeV_pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_BE_IIHE,1.27068,9/22/20,1600781625000,632,632,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
145,/ST_t-channel_antitop_4f_scaledown_inclusiveDecays_13TeV-powhegV2-madspin-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_MIT,1.3985,5/20/20,1590006500000,312,312,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
147,/DoubleMuParked/StoreResults-V2-Run2012D_22Jan2013_v1_RHembedded_trans1_tau132_pthad1_30had2_30_v4-f456bdbb960236e5c696adfe9b04eaae/USER,T2_FR_GRIF_LLR,1.63341,1/1/70,0,616,616,['t2_fr_grif_llr_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skims
148,/TTToHadronic_TuneCP5up_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Nebraska,1.48173,9/9/20,1599688296000,472,472,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
151,/JetHT/Run2012B-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,5.08596,9/25/20,1601060656000,1404,1404,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
152,/SingleMuon/Run2015D-PromptReco-v3/RECO,T2_CH_CERN,34.51358,1/1/70,0,5063,5063,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
153,/SingleElectron/Run2016B-PromptReco-v2/MINIAOD,T2_US_Vanderbilt,5.8872,1/1/70,0,2712,2712,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
154,/SingleMuon/Run2016F-07Aug17-v1/MINIAOD,T2_DE_DESY,1.50198,7/25/21,1627227062000,495,495,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
155,/JetHT/Run2016G-PromptReco-v1/MINIAOD,T2_UK_London_IC,3.76282,1/1/70,0,1539,1539,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
157,/DoubleMuonLowMass/Run2016H-03Feb2017_ver2-v1/MINIAOD,T1_US_FNAL_Disk,1.34459,1/1/70,0,349,349,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
158,/DoubleMuon/Run2017G-17Nov2017-v1/AOD,T2_FR_GRIF_LLR,43.28578,8/27/21,1630033708000,14319,14319,['t2_fr_grif_llr_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
159,/MET/Run2018A-17Sep2018-v1/MINIAOD,T2_DE_DESY,2.05916,1/19/38,2147483647000,899,899,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
160,/Cosmics/Run2018D-UL18-v1/RECO,T1_IT_CNAF_Disk,34.42503,4/17/20,1587162976000,6862,6862,['sync_t1_it_cnaf_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
161,/SMS-T6ttWW_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,2.17347,1/1/70,0,746,746,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
162,/TTToHadronic_hdampDOWN_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,T1_US_FNAL_Disk,1.49298,7/27/21,1627367967000,418,418,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
163,/Z2JetsToNuNu_M-50_LHEZpT_150-250_TuneCP5_13TeV-amcnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Nebraska,1.97124,10/1/21,1633049964000,627,627,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LHE
164,/SMS-T6WgStealth_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv3-PUSummer16v3Fast_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_Florida,2.11164,5/22/20,1590107683000,759,759,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
168,/SingleMuon/Run2016C-PromptReco-v2/MINIAOD,T2_UK_London_IC,1.48011,1/1/70,0,756,756,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
169,/EphemeralHLTPhysics5/Run2018D-v1/RAW,T1_US_FNAL_Disk,7.7954,8/27/21,1630093146000,2174,2174,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
170,/HIMinimumBias6/HIRun2015-PromptReco-v1/AOD,T2_US_Vanderbilt,33.76573,11/28/20,1606554444000,10952,10952,['sync_t2_us_vanderbilt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
171,/HIMinimumBias7/HIRun2015-PromptReco-v1/AOD,T2_US_Vanderbilt,33.74746,6/20/20,1592633797000,10898,10898,['sync_t2_us_vanderbilt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
172,/ParkingBPH3/Run2018D-PromptReco-v2/MINIAOD,T2_US_MIT,3.50154,1/1/70,0,1035,1035,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
173,/GluGluToHHTo4B_node_SM_14TeV-madgraph/PhaseIIFall16DR82-PU200_90X_upgrade2023_realistic_v1-v1/AODSIM,T2_IT_Legnaro,3.02304,1/1/70,0,957,957,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
174,/TT_Mtt-1000toInf_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Nebraska,1.40239,3/24/20,1585072815000,746,746,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
175,/TT_noSC_Mtt-1000toInf_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Nebraska,1.32355,9/3/20,1599168913000,693,693,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
176,/BsToMuMuPhi_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v3/MINIAODSIM,T2_US_UCSD,3.08004,5/22/20,1590172046000,1309,1309,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
177,/JpsiToMuMu_OniaMuonFilter_TuneCP5_13TeV-pythia8/RunIIFall17MiniAODv2-PU2017RECOSIMstep_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Wisconsin,1.15089,1/1/70,0,358,358,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
178,/QCD_Pt_600to800_TuneCP5_13TeV_pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14_ext1-v2/MINIAODSIM,T1_US_FNAL_Disk,3.36843,10/3/20,1601749802000,1239,1239,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
179,/TTToSemiLeptonic_hdampUP_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Purdue,1.45394,7/13/21,1626173101000,476,476,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
180,/QCD_Pt-15to3000_TuneCUETP8M1_Flat_13TeV_pythia8/RunIISummer16DR80Premix-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_NERSCTEST-v1/AODSIM,T1_US_FNAL_Disk,8.04272,1/1/70,0,2356,2356,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
181,/SMS-TChiWZ_ZToLL_mZMin-0p1_mC1-325to1000_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv3-PUMoriond17_GridpackScan_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T1_US_FNAL_Disk,2.02745,9/30/20,1601501541000,583,583,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
182,/ST_t-channel_antitop_4f_inclusiveDecays_13TeV_PSweights-powhegV2-madspin/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T1_US_FNAL_Disk,1.46111,10/24/20,1603514438000,532,532,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
183,/TT_TuneCUETP8M2T4_erdON_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3_ext1-v2/MINIAODSIM,T2_DE_DESY,1.3275,5/20/20,1589966153000,251,251,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
184,/VBF-EWKino_Higgsino_TuneCUETP8M1_13TeV-madgraph-pythia8/RunIISummer16MiniAODv3-PUMoriond17_GridpackScan_94X_mcRun2_asymptotic_v3-v2/MINIAODSIM,T1_US_FNAL_Disk,1.71403,12/24/20,1608785463000,477,477,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
187,/HIMinimumBias1/HIRun2015-PromptReco-v1/AOD,T2_US_Vanderbilt,33.73074,11/26/20,1606421185000,10269,10269,['sync_t2_us_vanderbilt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
188,/RelValZMM_14/CMSSW_9_3_7-PU25ns_93X_upgrade2023_realistic_v5_2023D17PU250-v1/GEN-SIM-RECO,T2_ES_CIEMAT,1.47473,1/1/70,0,180,180,['t2_es_ciemat_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
191,/SingleMuon/Run2016C-23Sep2016-v1/MINIAOD,T2_UK_London_IC,1.45122,12/12/20,1607805484000,713,713,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
192,/BTagCSV/Run2016E-23Sep2016-v1/MINIAOD,T2_US_Caltech,1.82553,1/1/70,0,800,800,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
193,/BTagCSV/Run2016F-17Jul2018-v1/MINIAOD,T1_US_FNAL_Disk,1.20769,9/22/21,1632323870000,389,389,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
194,/JetHT/Run2016G-07Aug17-v1/MINIAOD,T2_US_MIT,3.78506,9/15/20,1600194602000,1506,1506,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
195,/SingleElectron/Run2016G-03Feb2017-v1/MINIAOD,T2_UK_London_IC,5.21943,5/4/20,1588615354000,1317,1317,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
196,/HIFlowCorr/HIRun2015-PromptReco-v1/AOD,T2_US_Vanderbilt,29.63924,1/1/70,0,9174,9174,['sync_t2_us_vanderbilt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
197,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIISummer19UL16RECOAPVBackfill-BACKFILL-v2/AODSIM,T1_IT_CNAF_Disk,28.98822,8/28/20,1598576468000,8233,8233,['sync_t1_it_cnaf_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
200,/SMS-T6qqWW_dM10_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Nebraska,1.09039,5/22/20,1590172429000,505,505,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
